Class;PredefinedType;Name;BuildingStorey;Material;PSET_RÔGGA.RÔGGA_SEÇÃO;PSET_RÔGGA.RÔGGA_DESCRIÇÃO;Width;Thickness;Length;Height;FileName;GlobalId;Disciplina_Prevista
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1688276;08. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;3N9YdziCPF3w4YdkSNhM_m;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1688278;08. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;3N9YdziCPF3w4YdkSNhM_o;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1688281;08. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;3N9YdziCPF3w4YdkSNhM_z;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1697545;35. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxJbQ;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1697703;35. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxJdq;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1697705;35. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxJdw;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1697708;35. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxJd$;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1702125;36. TAP;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxIQ_;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1702283;36. TAP;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxIVO;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1702285;36. TAP;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxIVU;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1702288;36. TAP;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxIV3;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1707054;37. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxj9z;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1707212;37. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxjAV;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1707214;37. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxjAT;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1707217;37. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;0otw5s5SX4FBEitaUuxjA2;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - VENTILADOR AXIAL (355):VHF 9 0355:1731059;RSV;;Ø350mm;ROG_VENT_EXAUSTOR AXIAL;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2OnYrqe1X3QuOz78Gf6mzF;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - VENTILADOR AXIAL (355):VHF 9 0355:1735307;RSV;;"Ø350

Ø350

Ø350mm";ROG_VENT_EXAUSTOR AXIAL;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2OnYrqe1X3QuOz78Gf6nmt;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746292;07. TGD;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbFBq;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746477;07. TGD;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF6j;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746494;07. TGD;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF6_;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746514;07. TGD;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF7I;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746522;08. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF7Q;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746527;08. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF7V;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746532;08. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF7a;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746537;08. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF7f;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746551;09. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF7t;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746556;09. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF7y;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746561;09. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF41;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746566;09. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF46;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746580;10. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF4K;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746585;10. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF4P;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746590;10. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF4U;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746595;10. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF4Z;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746609;34. TPA;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF4n;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746614;34. TPA;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF4s;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746619;34. TPA;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF4x;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746624;34. TPA;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF50;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746638;35. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF5E;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746643;35. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF5J;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746648;35. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF5O;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746653;35. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF5T;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746667;36. TAP;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF5h;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746672;36. TAP;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF5m;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746677;36. TAP;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF5r;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746682;36. TAP;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF5w;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746696;37. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF28;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746701;37. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF2D;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746706;37. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF2I;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1746711;37. TP1;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;34p278R$j2VRkD_2bpbF2N;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - CHAMINÉ:CHAMINÉ 0,7X0,7:1747893;RSV;<Unnamed>;;;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;1B2KdGQrT1WuEjX$XLOxc$;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - CHAMINÉ:CHAMINÉ 0,7X0,7:1747934;RSV;<Unnamed>;;;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;1B2KdGQrT1WuEjX$XLOxdK;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1748132;06. LZR;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;1B2KdGQrT1WuEjX$XLOxwk;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;EXC - DUMPER ON OFF:DUMPER ON OFF CIRCULAR:1749048;06. LZR;;Ø250mm;ROG_DIFUS_DUMPER ON/OFF;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;1B2KdGQrT1WuEjX$XLOw8o;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1760752;09. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;04pLYcQx98DAPpu3gBXgz1;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1760910;09. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;04pLYcQx98DAPpu3gBXgm$;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1760912;09. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;04pLYcQx98DAPpu3gBXgmX;Impermeabilização
IfcBuildingElementProxy;NOTDEFINED;ARC - SUPORTE PARA CONDENSADORAS:SUPORTE E BASE PARA 2 CONDENSADORAS - COM MURETA:1760915;09. TP1;Steel;--;ROG_SUP_BASE PARA CONDENSADORAS;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;04pLYcQx98DAPpu3gBXgmY;Impermeabilização
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678410;34. TPA;Borracha, butil;"3/8""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072XdL;Arquitetura
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678411;34. TPA;Borracha, butil;"1/4""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072XdK;Arquitetura
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678416;34. TPA;Borracha, butil;"5/8""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072XdF;Arquitetura
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678417;34. TPA;Borracha, butil;"3/8""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072XdE;Arquitetura
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678422;34. TPA;Borracha, butil;"1/4""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Xd9;Arquitetura
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678425;34. TPA;Borracha, butil;"3/8""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Xd6;Arquitetura
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678428;34. TPA;Borracha, butil;"3/8""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Xd3;Arquitetura
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678429;34. TPA;Borracha, butil;"1/4""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Xd2;Arquitetura
IfcCovering;INSULATION;Isolamento de tubulação:Polipex:1678434;34. TPA;Borracha, butil;"1/2""";ROG_ISOL_FRIGORÍGENA;;;;;PHN21043-CLI-EX-0002-BIM-TOR-GER-MODELO_DA_TORRE-R00.ifc;2RHGRx1Qr3VOG8Ua072Xdz;Arquitetura
