Class;PredefinedType;Name;BuildingStorey;Material;PSET_RÔGGA.RÔGGA_SEÇÃO;PSET_RÔGGA.RÔGGA_DESCRIÇÃO;Width;Thickness;Length;Height;FileName;GlobalId;Disciplina_Prevista
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465793;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_j;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465794;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_k;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465795;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_l;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465796;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_e;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465797;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_f;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465798;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_g;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465799;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_h;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465800;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_a;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465801;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_b;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465802;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_c;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465803;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_d;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465804;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_W;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465805;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_X;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465806;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_Y;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465807;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_Z;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465808;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_y;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465809;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_z;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465810;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7__;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465811;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_$;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465812;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_u;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465813;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_v;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465814;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_w;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465815;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_x;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465816;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_q;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465817;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_r;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465818;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_s;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465819;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_t;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465820;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_m;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465821;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_n;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm:3465822;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA-3cm;;RÔG_REV_INT_REBOCO+IMPERMEABILIZAÇÃO 1,50m +CERÂMICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_o;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465823;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_p;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465824;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_C;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465825;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_D;Arquitetura
IfcCovering;CLADDING;Parede básica:ROGGA_PAREDE_PRIVATIVA_MOLHADA_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA-2cm:3465826;37. TP1;ROGGA - PRIVATIVA - REGULARIZAÇÃO;;RÔG_PINT_INT_REBOCO+IMPERMEALIZAÇÃO 0,10m - PINTURA_ACRILICA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_E;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465827;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_F;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465828;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_8;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465829;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_9;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465830;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_A;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465831;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_B;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465832;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_4;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465833;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_5;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465834;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_6;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465835;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_7;Arquitetura
IfcCovering;MEMBRANE;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm:3465836;37. TP1;Parede básica:ROGGA_PAREDE_PRIVATIVO_REBOCO+PINTURA_BRANCA PVA - 2cm;;RÔG_PINT_INT_PINTURA_BRANCA PVA;;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_0;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm:3465839;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm;;RÔG_REV._PISO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA;0,05;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_3;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm:3465846;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm;;RÔG_REV._PISO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA;0,05;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_Q;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm:3465853;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm;;RÔG_REV._PISO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA;0,05;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7_H;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm:3465860;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm;;RÔG_REV._PISO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA;0,05;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7ze;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm:3465867;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA-5cm;;RÔG_REV._PISO_ARGAMASSA+IMPERMEABILIZAÇÃO+CERÂMICA;0,05;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7zd;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-6cm:3465874;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-6cm;;RÔG_REV._PISO_ARGAMASSA+CERÂMICA;0,06;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7z_;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-6cm:3465881;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-6cm;;RÔG_REV._PISO_ARGAMASSA+CERÂMICA;0,06;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7zr;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-6cm:3465887;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-6cm;;RÔG_REV._PISO_ARGAMASSA+CERÂMICA;0,06;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7zp;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-7cm:3465893;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-7cm;;RÔG_REV._PISO_ARGAMASSA+CERÂMICA;0,07;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7z9;Arquitetura
IfcCovering;FLOORING;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-6cm:3465900;37. TP1;Piso:ROGGA_PISO_PRIVATIVO_ARGAMASSA+CERÂMICA-6cm;;RÔG_REV._PISO_ARGAMASSA+CERÂMICA;0,06;;;;PHN21043-ARQ-EX-0002-BIM-TOR-GER-R01.ifc;3PtHQHpWDACB6GcWB0n7z0;Arquitetura
