Class;PredefinedType;Name;BuildingStorey;Material;PSET_RÔGGA.RÔGGA_SEÇÃO;PSET_RÔGGA.RÔGGA_DESCRIÇÃO;Width;Thickness;Length;Height;FileName;GlobalId;Disciplina_Prevista
IfcSensor;NOTDEFINED;Dispositivos de iluminação : 1-g_ Sensor de Presença_Conjunto 4x2 : a.Sensor de presença;01.1. TER;PVC Antichama Branco Elétrica;;ROG_SENSOR_MOV_Cj c/ 1 Sensor de Presença,  10A 250V~, 4'' x 2'';;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;2ry1_O_4vDfAWvHeR_WxN7;Elétrica
IfcSensor;NOTDEFINED;Dispositivos de iluminação : 1-g_ Sensor de Presença_Conjunto 4x2 : a.Sensor de presença;01.1. TER;PVC Antichama Branco Elétrica;;ROG_SENSOR_MOV_Cj c/ 1 Sensor de Presença,  10A 250V~, 4'' x 2'';;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0fyIAzPWX6AxSVCqWXtWjD;Elétrica
IfcSensor;NOTDEFINED;Dispositivos de iluminação : 1-g_ Sensor de Presença_Conjunto 4x2 : a.Sensor de presença;01.1. TER;PVC Antichama Branco Elétrica;;ROG_SENSOR_MOV_Cj c/ 1 Sensor de Presença,  10A 250V~, 4'' x 2'';;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0fyIAzPWX6AxSVCqWXtWNa;Elétrica
IfcSensor;NOTDEFINED;Dispositivos de iluminação : 1-g_ Sensor de Presença_Conjunto 4x2 : a.Sensor de presença;01.1. TER;PVC Antichama Branco Elétrica;;ROG_SENSOR_MOV_Cj c/ 1 Sensor de Presença,  10A 250V~, 4'' x 2'';;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0fyIAzPWX6AxSVCqWXtWR$;Elétrica
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy03N0;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy03N3;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy03N6;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy03Mo;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy00f6;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy00f8;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy00fA;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy00fC;Impermeabilização
IfcSensor;NOTDEFINED;Dispositivos de iluminação : OPT-ELT-Sensor de Presença_Teto_Sobrepor : OPT-ELT-Sensor de Presença_Teto_Sobrepor;02. G01;;;ROG_SENSOR_MOV_Sensor de presença de teto, tipo sobrepor, 100-240V bivolt automático, 6A, cor branca, alcance de 7m, lente de 360°, para uso interno;;;;;PHN21043-ELE-EX-0001-BIM-EMB-GER-R00.ifc;0FvtvSTiD88wloMFJy00fE;Impermeabilização
